ner,id,label,annotator,annotation_id
BTS CASSE YOUTUBE ET SPOTIFY ET BAT SON PROPRE RECORD,31993,"[{""start"": 10, ""end"": 17, ""text"": ""YOUTUBE"", ""labels"": [""ORGANIZATION""]}, {""start"": 21, ""end"": 28, ""text"": ""SPOTIFY"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,432
LES CRADOS : UNE SÉRIE ANIMÉE VA VOIR LE JOUR SUR HBO,31992,"[{""start"": 50, ""end"": 53, ""text"": ""HBO"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,431
"ROISSY : APRÈS PLUS D'UN MOIS ET DEMI, POURQUOI 6 ALGÉRIENS SONT-ILS TOUJOURS COINCÉS À L'AÉROPORT ?",31862,"[{""start"": 0, ""end"": 7, ""text"": ""ROISSY "", ""labels"": [""LOC""]}, {""start"": 88, ""end"": 98, ""text"": ""L'A\u00c9ROPORT"", ""labels"": [""LOC""]}]",annan1608@icloud.com,256
LA MANIFESTATION PRO-PALESTINIENNE À PARIS INTERDITE CE SAMEDI,31812,"[{""start"": 37, ""end"": 43, ""text"": ""PARIS "", ""labels"": [""CITY""]}, {""start"": 53, ""end"": 62, ""text"": ""CE SAMEDI"", ""labels"": [""DATE""]}]",annan1608@icloud.com,209
CORONAVIRUS EN FRANCE : LE BILAN DE CE SAMEDI 5 JUIN,31629,"[{""start"": 15, ""end"": 21, ""text"": ""FRANCE"", ""labels"": [""COUNTRY""]}, {""start"": 36, ""end"": 52, ""text"": ""CE SAMEDI 5 JUIN"", ""labels"": [""DATE""]}]",annan1608@icloud.com,57
VAUCLUSE : DES DEALERS COULENT DES DOS D'ÂNE POUR RALENTIR LES POLICIERS,31626,"[{""start"": 0, ""end"": 8, ""text"": ""VAUCLUSE"", ""labels"": [""STATE""]}]",annan1608@icloud.com,55
LE PARC ASTÉRIX SE PRÉPARE POUR LA GRANDE RÉOUVERTURE APRÈS SEPT DE MOIS FERMETURE,31625,"[{""start"": 0, ""end"": 15, ""text"": ""LE PARC AST\u00c9RIX"", ""labels"": [""ORGANIZATION""]}, {""start"": 60, ""end"": 72, ""text"": ""SEPT DE MOIS"", ""labels"": [""DURATION""]}]",annan1608@icloud.com,54
VIDÉO : LA DANSE ENDIABLÉE DE MARLÈNE SCHIAPPA EN CAMPAGNE À PARIS,31622,"[{""start"": 30, ""end"": 46, ""text"": ""MARL\u00c8NE SCHIAPPA"", ""labels"": [""PERSON""]}, {""start"": 47, ""end"": 66, ""text"": ""EN CAMPAGNE \u00c0 PARIS"", ""labels"": [""LOC""]}, {""start"": 61, ""end"": 66, ""text"": ""PARIS"", ""labels"": [""CITY""]}]",annan1608@icloud.com,51
"VANDALISME LORS DU DÉFILÉ DES FÉMINISTES, SAMEDI À NICE",31617,"[{""start"": 42, ""end"": 48, ""text"": ""SAMEDI"", ""labels"": [""DATE""]}, {""start"": 51, ""end"": 55, ""text"": ""NICE"", ""labels"": [""CITY""]}]",annan1608@icloud.com,48
RHÔNE : UN ENFANT DE 11 ANS MEURT D’UNE OVERDOSE DANS UN SQUAT,31613,"[{""start"": 0, ""end"": 5, ""text"": ""RH\u00d4NE"", ""labels"": [""STATE""]}]",annan1608@icloud.com,46
MEUDON : DES CENTAINES DE PERSONNES MOBILISÉES POUR SIMULER UNE CATASTROPHE FERROVIAIRE,31611,"[{""start"": 0, ""end"": 6, ""text"": ""MEUDON"", ""labels"": [""STATE""]}]",annan1608@icloud.com,43
"Le candidat de La France insoumise à la présidentielle, Jean-Luc Mélenchon, a prédit, dimanche 6 juin, «un grave incident» avant l'élection de 2022, affirmant que «tout ça , c'est écrit d'avance». Des propos qui ont aussitôt suscité la polémique. Invité dans l'émission «Questions politiques» sur France Inter et France Info, le chef de file des Insoumis a d'abord indiqué souhaiter qu'Emmanuel Macron «se représente», car «on aura de quoi dire» sur son «bilan». «Sinon, on nous sort un autre petit Macron du chapeau, (...) on ne sait pas qui c'est, pouf, il se fait élire président. C'est le système qui l'invente. La dernière fois, Macron, il est arrivé au dernier moment. Là, ils vont peut-être en trouver un autre», a-t-il poursuivi. «A chaque fois, ils en trouvent un. Dans tous les pays du monde, on a élu des petits Macron, il s'appellait Macri en Argentine, (...) c'était en Ukraine un type qui jouait dans une série de télévision (une allusion à Volodymyr Zelensky, élu en 2019). Dans tous les pays du monde, ils ont inventé un type comme ça, qui sortait de rien, et qui était porté par un système oligarchique», a ajouté Jean-Luc Mélenchon.  L'Insoumis en chef a ensuite précisé son propos. «De même que vous verrez que dans la dernière semaine de la campagne présidentielle, nous aurons un grave incident ou un meurtre. Ca a été Merah en 2012 (auteur jihadiste des tueries de Toulouse et de Montauban, notamment dans une école juive), ça a été l'attentat la dernière semaine sur les Champs Elysées (en 2017, un jihadiste assassine le policier Xavier Jugelé), avant on avait eu Papy Voise (Paul Voise, un retraité agressé chez lui à Orléans en avril 2002), dont plus personne n'a jamais entendu parler après. Tout ça, c'est écrit d'avance», a lancé alors le député LFI avant de conclure : «Nous aurons le petit personnage sorti du chapeau, nous aurons l'événement gravissime qui va une fois de plus permettre de montrer du doigt les musulmans et d'inventer une guerre civile, voilà, c'est bateau tout ca». Ces déclarations jugées «complotistes» ont suscité de nombreuses réactions indignées de la part de la classe politique mais aussi des familles de victimes d'attentat. Latifa Ibn Ziaten, dont le fils militaire, Imad, a été tué par Mohammed Merah, a dénoncé des propos «inadmissibles», réclamant du «respect pour les victimes». Les propos de Jean-Luc Melenchon sont inadmissibles et ne devraient même pas être tenus.   Je suis la mère de Imad, militaire mort debout face à l'obscurantisme en mars 2012. Le respect, c’est un minimum pour l’honneur de mon fils, des autres victimes et des familles endeuillées. https://t.co/AxU9OiVOMe — Latifa Ibn Ziaten (@LatifaIbnZ) June 6, 2021 De son côté, la cheffe du groupe PS à l'Assemblée Valérie Rabault, a déclaré que lorsqu'on «manie ainsi la démagogie, on ne peut prétendre à devenir président de la République». Elle juge «inacceptable» de «réduire les atrocités des attentats de Montauban et Toulouse en 2012 à de la machination électorale». Sur Twitter, Aurore Bergé (LREM) a aussi réagi en fustigeant ces propos. «On est vraiment au-delà de la honte», a-t-elle affirmé. Invitée dans la matinale de CNEWS, ce lundi 7 juin, la députée LFI de Seine-Saint-Denis Clémentine Autain s'est exprimée sur ces déclarations. «Jean-Luc Mélenchon n'est pas complotiste», a-t-elle notamment assuré.  Clémentine Autain : «Jean-Luc Mélenchon n'est pas complotiste», dans #LaMatinale pic.twitter.com/bLFx97guLn — CNEWS (@CNEWS) June 7, 2021 Le leader de la France Insoumise, a lui, répondu à la polémique sur Twitter. «Les complotistes anticomplotistes sont de sortie. Ils nient que les assassins font leur coup au moment qui fait parler d'eux. Propos ineptes. A moins que ce soit pour les couvrir».  Les complotistes anticomplotistes sont de sortie. Ils nient que les assassins font leur coup au moment qui fait parler d'eux. Propos ineptes. À moins que ce soit pour les couvrir. — Jean-Luc Mélenchon (@JLMelenchon) June 6, 2021",32501,"[{""start"": 15, ""end"": 24, ""text"": ""La France"", ""labels"": [""COUNTRY""]}, {""start"": 56, ""end"": 74, ""text"": ""Jean-Luc M\u00e9lenchon"", ""labels"": [""PERSON""]}, {""start"": 86, ""end"": 101, ""text"": ""dimanche 6 juin"", ""labels"": [""DATE""]}, {""start"": 143, ""end"": 147, ""text"": ""2022"", ""labels"": [""DATE""]}, {""start"": 386, ""end"": 401, ""text"": ""Emmanuel Macron"", ""labels"": [""PERSON""]}, {""start"": 499, ""end"": 505, ""text"": ""Macron"", ""labels"": [""PERSON""]}, {""start"": 634, ""end"": 640, ""text"": ""Macron"", ""labels"": [""PERSON""]}, {""start"": 823, ""end"": 829, ""text"": ""Macron"", ""labels"": [""PERSON""]}, {""start"": 855, ""end"": 864, ""text"": ""Argentine"", ""labels"": [""COUNTRY""]}, {""start"": 883, ""end"": 890, ""text"": ""Ukraine"", ""labels"": [""COUNTRY""]}, {""start"": 955, ""end"": 973, ""text"": ""Volodymyr Zelensky"", ""labels"": [""PERSON""]}, {""start"": 979, ""end"": 986, ""text"": ""en 2019"", ""labels"": [""DATE""]}, {""start"": 1131, ""end"": 1149, ""text"": ""Jean-Luc M\u00e9lenchon"", ""labels"": [""PERSON""]}, {""start"": 1340, ""end"": 1345, ""text"": ""Merah"", ""labels"": [""PERSON""]}, {""start"": 1346, ""end"": 1353, ""text"": ""en 2012"", ""labels"": [""DATE""]}, {""start"": 1387, ""end"": 1395, ""text"": ""Toulouse"", ""labels"": [""CITY""]}, {""start"": 1402, ""end"": 1411, ""text"": ""Montauban"", ""labels"": [""STATE""]}, {""start"": 1486, ""end"": 1508, ""text"": ""sur les Champs Elys\u00e9es"", ""labels"": [""LOC""]}, {""start"": 1510, ""end"": 1517, ""text"": ""en 2017"", ""labels"": [""DATE""]}, {""start"": 1554, ""end"": 1567, ""text"": ""Xavier Jugel\u00e9"", ""labels"": [""PERSON""]}, {""start"": 1600, ""end"": 1610, ""text"": ""Paul Voise"", ""labels"": [""PERSON""]}, {""start"": 1587, ""end"": 1598, ""text"": "" Papy Voise"", ""labels"": [""PERSON""]}, {""start"": 1643, ""end"": 1651, ""text"": ""Orl\u00e9ans "", ""labels"": [""CITY""]}, {""start"": 1651, ""end"": 1664, ""text"": ""en avril 2002"", ""labels"": [""DATE""]}, {""start"": 2183, ""end"": 2200, ""text"": ""Latifa Ibn Ziaten"", ""labels"": [""PERSON""]}, {""start"": 2226, ""end"": 2230, ""text"": ""Imad"", ""labels"": [""PERSON""]}, {""start"": 2246, ""end"": 2260, ""text"": ""Mohammed Merah"", ""labels"": [""PERSON""]}, {""start"": 2356, ""end"": 2374, ""text"": ""Jean-Luc Melenchon"", ""labels"": [""PERSON""]}, {""start"": 2452, ""end"": 2456, ""text"": ""Imad"", ""labels"": [""PERSON""]}, {""start"": 2503, ""end"": 2515, ""text"": ""en mars 2012"", ""labels"": [""DATE""]}, {""start"": 2623, ""end"": 2646, ""text"": ""https://t.co/AxU9OiVOMe"", ""labels"": [""URL""]}, {""start"": 2649, ""end"": 2666, ""text"": ""Latifa Ibn Ziaten"", ""labels"": [""PERSON""]}, {""start"": 2681, ""end"": 2693, ""text"": ""June 6, 2021"", ""labels"": [""DATE""]}, {""start"": 2940, ""end"": 2949, ""text"": ""Montauban"", ""labels"": [""PERSON""]}, {""start"": 2952, ""end"": 2961, ""text"": "" Toulouse"", ""labels"": [""CITY""]}, {""start"": 2962, ""end"": 2969, ""text"": ""en 2012"", ""labels"": [""DATE""]}, {""start"": 3007, ""end"": 3014, ""text"": ""Twitter"", ""labels"": [""ORGANIZATION""]}, {""start"": 3016, ""end"": 3028, ""text"": ""Aurore Berg\u00e9"", ""labels"": [""PERSON""]}, {""start"": 3168, ""end"": 3183, ""text"": ""ce lundi 7 juin"", ""labels"": [""DATE""]}, {""start"": 3161, ""end"": 3166, ""text"": ""CNEWS"", ""labels"": [""ORGANIZATION""]}, {""start"": 3203, ""end"": 3220, ""text"": ""Seine-Saint-Denis"", ""labels"": [""STATE""]}, {""start"": 3221, ""end"": 3238, ""text"": ""Cl\u00e9mentine Autain"", ""labels"": [""PERSON""]}, {""start"": 3277, ""end"": 3295, ""text"": ""Jean-Luc M\u00e9lenchon"", ""labels"": [""PERSON""]}, {""start"": 3347, ""end"": 3365, ""text"": "" Cl\u00e9mentine Autain"", ""labels"": [""PERSON""]}, {""start"": 3369, ""end"": 3387, ""text"": ""Jean-Luc M\u00e9lenchon"", ""labels"": [""PERSON""]}, {""start"": 3429, ""end"": 3455, ""text"": ""pic.twitter.com/bLFx97guLn"", ""labels"": [""URL""]}, {""start"": 3458, ""end"": 3463, ""text"": ""CNEWS"", ""labels"": [""ORGANIZATION""]}, {""start"": 3473, ""end"": 3485, ""text"": ""June 7, 2021"", ""labels"": [""DATE""]}, {""start"": 3499, ""end"": 3508, ""text"": ""la France"", ""labels"": [""COUNTRY""]}, {""start"": 3554, ""end"": 3561, ""text"": ""Twitter"", ""labels"": [""ORGANIZATION""]}, {""start"": 3928, ""end"": 3946, ""text"": ""Jean-Luc M\u00e9lenchon"", ""labels"": [""PERSON""]}, {""start"": 3962, ""end"": 3974, ""text"": ""June 6, 2021"", ""labels"": [""DATE""]}]",annan1608@icloud.com,940
LE COVID-19 POURRAIT FAVORISER LE DIABÈTE À LONG TERME,32500,,annan1608@icloud.com,939
FUSÉE CHINOISE «INCONTRÔLÉE»: SON RETOUR SUR TERRE PRÉVU DANS LA NUIT DE SAMEDI À DIMANCHE,32499,"[{""start"": 62, ""end"": 90, ""text"": ""LA NUIT DE SAMEDI \u00c0 DIMANCHE"", ""labels"": [""DATE""]}]",annan1608@icloud.com,938
BIENTÔT UN TEST POUR PRÉDIRE PRÉCISÉMENT LA DATE D'ACCOUCHEMENT ?,32498,,annan1608@icloud.com,937
UN VACCIN À LA FOIS ANTI-GRIPPE ET ANTI-COVID EN COURS DE DÉVELOPPEMENT,32497,,annan1608@icloud.com,936
"RÉGIME : LES COMPLÉMENTS ALIMENTAIRES À BASE DE PLANTES MÉDICINALES N’AIDENT PAS À PERDRE DU POIDS, SELON UNE ÉTUDE",32496,,annan1608@icloud.com,935
DE L'EAU À L'ÉTAT LIQUIDE RETROUVÉE DANS UNE MÉTÉORITE,32495,,annan1608@icloud.com,934
LA RUSSIE VA TOURNER LE PREMIER FILM DANS L'ESPACE,32494,"[{""start"": 0, ""end"": 9, ""text"": ""LA RUSSIE"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,933
DES SCIENTIFIQUES ONT APPRIS À DES ABEILLES À SENTIR LE CORONAVIRUS,32493,,annan1608@icloud.com,932
"LES HUMAINS POURRAIENT DÉVELOPPER UN SIXIÈME SENS, SELON DES SCIENTIFIQUES",32492,,annan1608@icloud.com,931
HAUSSE DES PRIX DU CARBURANT DE 20% EN UN AN,32491,"[{""start"": 32, ""end"": 35, ""text"": ""20%"", ""labels"": [""PERCENT""]}, {""start"": 36, ""end"": 44, ""text"": ""EN UN AN"", ""labels"": [""DURATION""]}]",annan1608@icloud.com,930
VIDÉO : UN FRANÇAIS AVEUGLE RECOUVRE PARTIELLEMENT LA VUE GRÂCE À UNE PROTÉINE D'ALGUE,32490,,annan1608@icloud.com,929
SUPER LUNE DES FLEURS DU 26 MAI : TOUT CE QU'IL FAUT SAVOIR,32489,"[{""start"": 24, ""end"": 31, ""text"": "" 26 MAI"", ""labels"": [""DATE""]}]",annan1608@icloud.com,928
VACCINATION : DES CHERCHEURS ALLEMANDS ONT TROUVÉ L'ORIGINE DES THROMBOSES PROVOQUÉS PAR LES VACCINS ASTRAZENECA ET JANSSEN,32488,,annan1608@icloud.com,927
MÉDICAMENTS CONTRE LE CORONAVIRUS : VOICI LES PROJETS LES PLUS AVANCÉS,32487,,annan1608@icloud.com,926
ESPACE : LA NASA ENVOIE DES CALAMARS ET DES TARDIGRADES DANS L’ISS,32486,"[{""start"": 9, ""end"": 16, ""text"": ""LA NASA"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,925
UN LABORATOIRE EXPÉRIMENTE DES PLATS ASIATIQUES CUISINÉS AVEC DES ALTERNATIVES À LA VIANDE,32485,,annan1608@icloud.com,924
VOICI 5 BÉNÉFICES DE L'ALIMENTATION VÉGÉTARIENNE POUR LA SANTÉ,32484,,annan1608@icloud.com,923
LES 5 PIRES ALIMENTS POUR VOS REINS,32483,,annan1608@icloud.com,922
CES 5 ALIMENTS BONS POUR LA CROISSANCE DE L’ENFANT,32482,,annan1608@icloud.com,921
CES 10 ALIMENTS À CONSOMMER AU PETIT-DÉJEUNER POUR FAIRE LE PLEIN D'ÉNERGIE,32481,,annan1608@icloud.com,920
VOICI LES 5 ALIMENTS À CONSOMMER POUR UN VENTRE PLAT,32480,,annan1608@icloud.com,919
LES 6 BIENFAITS ÉPATANTS DE LA DATTE,32479,,annan1608@icloud.com,918
"QUELS SONT LES BIENFAITS DU KÉFIR, CETTE BOISSON ANCESTRALE MÉCONNUE ?",32478,,annan1608@icloud.com,917
CES 6 BIENFAITS ÉTONNANTS DU GINGEMBRE,32477,,annan1608@icloud.com,916
VOICI 10 ALIMENTS SAINS QUI NE PÉRIMENT (PRESQUE) JAMAIS,32476,,annan1608@icloud.com,915
CES 7 ALIMENTS QUI FONT GONFLER LE VENTRE,32475,,annan1608@icloud.com,914
LES 5 BIENFAITS ÉTONNANTS DU CAFÉ,32474,,annan1608@icloud.com,913
6 ALIMENTS QUI CONTIENNENT DE LA VITAMINE B12,32473,,annan1608@icloud.com,912
LES 6 PIRES ALIMENTS POUR VOS DENTS,32472,,annan1608@icloud.com,911
LES ALIMENTS SURGELÉS PERDENT-ILS VRAIMENT LEURS VITAMINES ?,32471,,annan1608@icloud.com,910
VOICI LES 5 MEILLEURS ALIMENTS ANTI-FATIGUE,32470,,annan1608@icloud.com,909
LES 5 BIENFAITS SURPRENANTS DU THYM,32469,,annan1608@icloud.com,908
CES 5 ALIMENTS À CONSOMMER POUR LUTTER CONTRE LE CHOLESTÉROL,32468,,annan1608@icloud.com,907
CES 6 ALIMENTS QUI CONTIENNENT PLUS DE VITAMINE C QUE L'ORANGE,32467,,annan1608@icloud.com,906
CES 5 BIENFAITS SURPRENANTS DE L'HUILE DE FOIE DE MORUE,32466,,annan1608@icloud.com,905
LES 10 ALIMENTS LES PLUS DIFFICILES À DIGÉRER,32465,,annan1608@icloud.com,904
LES 5 BIENFAITS ÉTONNANTS DE LA CERISE,32464,,annan1608@icloud.com,903
CES 6 ALIMENTS QUI DEVIENNENT TOXIQUES QUAND ON LES RÉCHAUFFE,32463,,annan1608@icloud.com,902
POURQUOI MANGER DES FRUITS ET LÉGUMES PERMETTRAIT DE RÉDUIRE LE STRESS SELON UNE ÉTUDE,32462,,annan1608@icloud.com,901
CES 7 ALIMENTS QU'IL FAUT ÉVITER AU PETIT DÉJEUNER,32461,,annan1608@icloud.com,900
VOICI LES 5 ALIMENTS À CONSOMMER POUR PURIFIER SES REINS,32460,,annan1608@icloud.com,899
LES 5 BIENFAITS MÉCONNUS DE LA COURGETTE,32459,,annan1608@icloud.com,898
CES 8 ALIMENTS QUI EMPÊCHENT DE DORMIR,32458,,annan1608@icloud.com,897
LES 5 BIENFAITS INSOUPÇONNÉS DU TOFU SUR LA SANTÉ,32457,,annan1608@icloud.com,896
LES 5 BIENFAITS SURPRENANTS DE L'AUBERGINE,32456,,annan1608@icloud.com,895
VOICI LES 7 COMBINAISONS D'ALIMENTS À ÉVITER,32455,,annan1608@icloud.com,894
CES 5 ASTUCES NATURELLES POUR LUTTER CONTRE LES ALLERGIES,32454,,annan1608@icloud.com,893
CES 7 ALIMENTS À NE SURTOUT PAS CONSOMMER APRÈS LEUR DATE DE PÉREMPTION,32453,,annan1608@icloud.com,892
6 ALIMENTS QUI AIDENT À DIGÉRER,32452,,annan1608@icloud.com,891
"SELON 60 MILLIONS DE CONSOMMATEURS, LES PRODUITS BIO NE SONT PAS TOUJOURS DE MEILLEURE QUALITÉ",32451,,annan1608@icloud.com,890
LES 5 BIENFAITS ÉTONNANTS DES PÉPINS DE RAISIN,32450,,annan1608@icloud.com,889
VOICI POURQUOI IL EST DANGEREUX DE RECONGELER UN PRODUIT DÉCONGELÉ,32449,,annan1608@icloud.com,888
VOICI LES 5 ALCOOLS LES MOINS CALORIQUES,32448,,annan1608@icloud.com,887
PS5 : UNE NOUVELLE VERSION À PARTIR DE 2022 POUR FAIRE FACE À LA PÉNURIE ?,32447,"[{""start"": 39, ""end"": 43, ""text"": ""2022"", ""labels"": [""DATE""]}]",annan1608@icloud.com,886
MASS EFFECT EDITION LÉGENDAIRE : RETROUVEZ NOTRE INTERVIEW EXCLUSIVE DES CRÉATEURS,32446,,annan1608@icloud.com,885
ASSASSIN’S CREED VALHALLA : ON A JOUÉ AU DLC LA COLÈRE DES DRUIDES,32445,,annan1608@icloud.com,884
CLOUD GAMING : BLACKNUT LANCE SON SERVICE SUR IPHONE,32444,,annan1608@icloud.com,883
DEATHLOOP : LES CRÉATEURS NOUS DÉVOILENT LES SECRETS DU FUTUR BLOCKBUSTER DE LA PS5,32443,,annan1608@icloud.com,882
NINTENDO POURRAIT LANCER SA SWITCH PRO EN SEPTEMBRE,32442,"[{""start"": 39, ""end"": 51, ""text"": ""EN SEPTEMBRE"", ""labels"": [""DATE""]}]",annan1608@icloud.com,881
L'ATELIER DU JEU VIDÉO : VOICI COMMENT PROGRAMMER UN JEU SUR SWITCH,32441,,annan1608@icloud.com,880
LES JEUX VIDÉO LES PLUS ATTENDUS DE 2021 ET DE 2022,32440,"[{""start"": 36, ""end"": 40, ""text"": ""2021"", ""labels"": [""DATE""]}, {""start"": 47, ""end"": 51, ""text"": ""2022"", ""labels"": [""DATE""]}]",annan1608@icloud.com,879
LES MEILLEURS JEUX INDÉ DE 2021,32439,"[{""start"": 27, ""end"": 31, ""text"": ""2021"", ""labels"": [""DATE""]}]",annan1608@icloud.com,878
DESTINY 2 : LES CRÉATEURS DU JEU NOUS DÉVOILENT LEURS SECRETS,32438,,annan1608@icloud.com,877
CE SIGNE ASTROLOGIQUE SERAIT LE PLUS INTELLIGENT SELON UNE ÉTUDE BRITANNIQUE,32437,,annan1608@icloud.com,876
NOUVELLE-ZÉLANDE : IL EST ACCUSÉ D’AVOIR DESSINÉ DES PÉNIS SUR DES NIDS-DE-POULE,32436,"[{""start"": 0, ""end"": 16, ""text"": ""NOUVELLE-Z\u00c9LANDE"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,875
"CHALUMEAU, HACHOIR, MARTEAU... LES TECHNIQUES INSOLITES D'UN COIFFEUR PAKISTANAIS",32435,,annan1608@icloud.com,874
VOICI L'ASTUCE D'UN MATHÉMATICIEN QUI A DÉJÀ GAGNÉ 14 FOIS,32434,,annan1608@icloud.com,873
UN CHAT SAUTE DU 5ÈME ÉTAGE POUR ÉCHAPPER À UN INCENDIE ET S’EN SORT INDEMNE,32433,,annan1608@icloud.com,872
ELLE RISQUE DE PERDRE 21 MILLIONS D'EUROS APRÈS AVOIR PASSÉ SON TICKET DE LOTERIE À LA MACHINE À LAVER,32432,"[{""start"": 21, ""end"": 41, ""text"": "" 21 MILLIONS D'EUROS"", ""labels"": [""MONEY""]}]",annan1608@icloud.com,871
BELGIQUE : UN PANNEAU ROUTIER «OMELETTE» INSTALLÉ APRÈS UNE «ERREUR DE TRADUCTION»,32431,"[{""start"": 0, ""end"": 8, ""text"": ""BELGIQUE"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,870
ELLE ORGANISE UN FAUX MARIAGE POUR FAIRE ENRAGER SON EX,32430,,annan1608@icloud.com,869
