Domaine	Title	Nb_words_title	Text	Nb_words_text	Tag	URL
france	CORONAVIRUS EN FRANCE : LE BILAN DE CE VENDREDI 4 JUIN	11	Alors que la France fait face à une troisième vague, le point sur le Covid-19 avec les chiffres de Santé Publique France et du ministère de la Santé. Ce vendredi 4 juin, 6.953 nouveaux cas de Covid-19 ont été recensés en 24 heures, selon les chiffres de Santé publique France, soit un total de 5.701.029 cas confirmés depuis le début de l’épidémie. Le taux de positivité des tests s’établit à 2,9%. A ce jour, 14.801 malades du Covid-19 étaient hospitalisés en France. Les services de réanimation comptabilisaient quant à eux 2.571 patients. 81 personnes ont succombé au Covid-19 dans les hôpitaux ces dernières 24 heures. Le bilan total fait état de 109.945 morts depuis le début de l'épidémie, dont 83.519 à l'hôpital. Depuis le début de la campagne de vaccination, 27.084.324 personnes ont reçu une première injection de vaccin anti-Covid. Et 13.065.082 Français ont un cycle terminal vacciné.	148	ÉPIDÉMIE	https://www.cnews.fr/france/2021-06-04/coronavirus-en-france-le-bilan-de-ce-vendredi-4-juin-1089305
france	SELON NICOLAS DUPONT-AIGNAN, RENAUD MUSELIER ET THIERRY MARIANI SONT DES «FRÈRES SIAMOIS»	12	Le président de Debout La France était à Nice ce vendredi pour présenter la tête de liste régionale du « Rassemblement de la Droite Républicaine », le Vauclusien Noël Chuisano et celle des Alpes-Maritimes, Stéphanie Gibaud. Nicolas Dupont-Aignan en a profité pour dénoncer le climat qui entoure la campagne de ces élections régionales en Paca. À deux semaines du premier tour, le 20 juin prochain, le président de Debout la France a fait signer à ses candidats une « charte éthique » qu’ils s’engagent à appliquer, en cas victoire dans cette élection. « Si l’argent publique n’est pas bien employé, ce n’est pas seulement parce qu’il y a de la légèreté, a estimé Nicolas Dupont-Aignan. C’est aussi parce qu’il y a beaucoup de corruption. Nous sommes convaincus que cette charte est très importante car le diable se niche dans les détails ». Le député de l’Essonne a également dénoncé le climat « délétère » qui entoure la campagne de ces élections régionales en Paca, marquée par le psychodrame chez Les Républicains (né de l’alliance entre le président sortant avec la majorité présidentielle) et les attaques à répétition entre Renaud Muselier soutenu par LR et le candidat RN Thierry Mariani, qui fait la course en tête dans les sondages.   « Une fois de plus, on joue le second tour avant le premier, a déploré Nicolas Dupont-Aignan. Ce faisant, on restreint encore un peu le choix politique et on dégoute encore un peu plus les Français de la politique. Le seul argument de Mariani, c’est de dire qu’il faut battre Muselier et le seul argument de Muselier est de dire : « danger Mariani ». En fait, ce sont les deux mêmes, puisqu’ils étaient ensemble. Ce sont des frères siamois ». « Cela donne une image déplorable de cette élection, renchérit la tête de liste régionale du « Rassemblement de la Droite Républicaine », le Vauclusien Noël Chuisano. C’est mépriser les électeurs. Que l’on ne s’étonne pas si l’abstention grimpe encore ». Selon un récent sondage Ifop Fiducial, la liste est créditée de 4% mais le président de Debout La France pense qu’elle pourra atteindre la barre des 10%, synonyme de qualification pour le second tour, le 27 juin prochain.	370	ÉLECTIONS RÉGIONALES	https://www.cnews.fr/france/2021-06-04/selon-nicolas-dupont-aignan-renaud-muselier-et-thierry-mariani-sont-des-freres
france	CORONAVIRUS : LES TROD PERMETTENT-ILS D'ÉVITER UNE SECONDE DOSE DE VACCIN ?	12	Bientôt une nouveauté dans les centres de vaccination anti-Covid. Des tests sérologiques rapides, appelés TROD, vont être proposés courant juin aux Français venant recevoir leur première dose. Servant à identifier une possible contamination antérieure au coronavirus, ils dispenseront les personnes testées positives de seconde injection. Un TROD est un test par prélèvement sanguin. Une goutte de sang est prélevée au bout du doigt du patient. Quinze minutes plus tard, le résultat tombe. S'il est positif, cela signifie que la personne dispose d'anticorps contre le Covid-19 et a donc déjà été en contact avec le virus. Dans son avis du 11 février dernier, la Haute autorité de santé (HAS) expliquait qu'une seule dose de vaccin était nécessaire pour les personnes ayant déjà contracté le Covid-19 - une contamination qui doit être prouvée par un test PCR ou antigénique. Sauf que toutes les personnes qui ont déjà été infectées ne le savent pas, souligne l'HAS dans ses dernières recommandations, publiées jeudi. Et l'instance publique de citer des chiffres : l'Institut Pasteur estime que 23 % de la population de France métropolitaine a déjà eu le Covid-19, alors que seulement 8 % a été dépisté via un test PCR ou antigénique. C'est là qu'interviennent les TROD. Ils pourraient «permettre de vacciner plus rapidement de nombreuses personnes sans antécédent connu d’infection au virus, et libérer un nombre important de créneaux de vaccination dans les prochaines semaines», explique l'HAS dans sa décision rendue publique jeudi au sujet de ces tests, déjà disponibles en pharmacie depuis le mois de juillet dernier. #COVID19 | Aujourd'hui afin d'identifier les personnes qui ont été infectées sans le savoir (asymptomatiques), la HAS préconise l'utilisation de TROD (petite piqûre au bout du doigt) en même temps que la 1ère dose si positif, une dose suffit#Communiquéhttps://t.co/JluPBliBgP pic.twitter.com/S5rlIlvhYs — Haute Autorité de santé (@HAS_sante) June 3, 2021 Le ministre de la Santé Olivier Véran a indiqué mercredi soir sur le plateau du journal de 20 heures de TF1 que les centres de vaccination seraient équipés de ces tests sérologiques rapides «au cours du mois de juin». La HAS a préconisé qu'ils soient gratuits et facultatifs, et que soit menée une phase d'expérimentation dans quelques centres «avant toute mise en place à grande échelle». Concrètement, à l'arrivée au centre de vaccination, sera proposé, seulement aux personnes venant recevoir une première dose de sérum, un TROD, à réaliser juste avant l'injection. Puis, après la période de surveillance post-vaccinale de 15 minutes, le patient se verra donner le résultat de son test. S'il s'avère positif, le rendez-vous pour la seconde dose sera annulé et la personne sera considérée comme complètement vaccinée. Si la HAS recommande seulement aujourd'hui d'utiliser ces tests dans la stratégie vaccinale française, cinq mois après le lancement de la campagne de vaccination, ce n'est pas un hasard, assure-t-elle. «Nous arrivons à une phase de la campagne de vaccination qui cible des personnes plus jeunes», a expliqué jeudi la présidente de la HAS, Dominique Le Guludec, en conférence de presse. Soit un public plus susceptible d'avoir fait une forme asymptomatique de la maladie, et donc d'avoir été infecté sans s'en rendre compte.	518	PANDÉMIE	https://www.cnews.fr/france/2021-06-04/coronavirus-les-trod-permettent-ils-deviter-une-seconde-dose-de-vaccin-1089245
france	COVID-19 : LE PROFESSEUR DELFRAISSY DIT AVOIR REÇU DES «PRESSIONS POLITIQUES» POUR AUTORISER L’HYDROXYCHLOROQUINE	14	Le site BuzzFeedNews a révélé l’existence d’un mail en date du 25 mars 2020 de Jean-François Delfraissy, président du Conseil scientifique, à Anthony Fauci, immunologue américain et conseiller sur le Covid-19 aux Etats-Unis, dans lequel le Français se plaint d’être victime de pressions politiques afin d’autoriser l’accès à l’hydroxychloroquine. «Je subis une énorme pression politique pour autoriser l’hydroxychloroquine et l’administrer à tout le monde mais je résiste pour l’instant», écrit-il. Le message fait partie de milliers de mails récupérés grâce au « Freedom of Information Act », loi américaine permettant à tout citoyen d’accéder aux documents administratifs au nom du droit à l’information. Vantée notamment par le professeur Raoult qui mettait en avant son efficacité supposée en association à l’azithromycine (un antibiotique), l’utilisation de l’hydroxychloroquine, dérivé de l’antipaludéen chloroquine, avait été soutenue en France par plusieurs élus de tout bord au mois de mars 2020, alors que le pays était frappé de plein fouet par la première vague de l’épidémie. Sous pression, le gouvernement avait fini par autoriser par décret et après l’avis favorable du Haut conseil de la santé publique (HCSP), l’administration du Plaquenil (médicament à base d’hydroxychloroquine), à l’hôpital uniquement, et seulement pour les cas graves. Différentes études scientifiques avaient dans la foulée conclu à l’inefficacité de ce traitement dans la lutte contre le coronavirus. Le 26 mai, le Haut conseil de la santé publique et l'Agence du médicament (ANSM) avaient finalement émis deux avis défavorables à l'utilisation de l'hydroxychloroquine contre le Covid-19, comme traitement ou lors d'essais cliniques. Le lendemain, le gouvernement abrogeait les dispositions dérogatoires autorisant sa prescription, clôturant définitivement le débat.	266	CORONAVIRUS	https://www.cnews.fr/france/2021-06-04/covid-19-le-professeur-delfraissy-dit-avoir-recu-des-pressions-politiques-pour
france	14 JUILLET : COMMENT VA SE DÉROULER LE DÉFILÉ ?	10	Le traditionnel défilé militaire du 14 juillet sur les Champs-Elysées à Paris fera son retour cette année, ont annoncé ce vendredi ses organisateurs, après avoir été remplacé l'an dernier par une cérémonie restreinte place de la Concorde, Covid oblige. Contrairement à 2020, il y aura du public. Les tribunes devraient accueillir environ 25.000 personnes, dont évidemment le président Emmanuel Macron. Celles assises ne feront l'objet d'aucune jauge, tandis que, dans celles debout, seule une personne tous les 4 m2 sera autorisée. Le grand public devrait pouvoir être autorisé à admirer les régiments derrière les barrières de sécurité sur les Champs-Elysées. La plus belle avenue du monde verra parader environ 5.000 participants, dont 4.300 militaires à pied, auxquels s'ajouteront 71 avions, 25 hélicoptères, 221 véhicules et 200 chevaux de la Garde républicaine. Pour ce 14 juillet, dont le slogan est «Gagner l’avenir», du nouveau matériel militaire sera présenté, notamment le blindé Griffon de l'Armée de Terre, le nouveau camion-citerne blindé CaRaPACE, déployé au Sahel, et l'avion léger de reconnaissance et de surveillance (ALSR) de l'Armée de l'Air, utilisé pour collecter du renseignement. Ce dernier participera au traditionnel défilé aérien ouvert par la Patrouille de France. « Gagner l’avenir » : c’est le slogan du 14 juillet 2021. Des mots forts à la hauteur de cette volonté des Français de dépasser les difficultés liées à la crise sanitaire et d’aller de l’avant. #sobriété #solennité #enthousiasme — Gouv militaire Paris (@Gouv_mili_Paris) June 4, 2021 Certaines troupes seront à l'honneur, dont la force européenne Takuba, en mission au Mali, dont les opérations viennent d'être suspendues en raison du coup d'Etat militaire du 24 mai à Bamako. Le défilé, qui durera environ 2 heures, s'achèvera en musique avec une chorale de 120 «jeunes engagés» : lycéens militaires, membre du service civique, des services militaires volontaire (SMV) et adapté, et pompiers bénévoles. Des animations seront par ailleurs proposées aux Parisiens en marge des célébrations : exposition d'aéronefs aux Invalides et présentation d'équipements et de matériels des armées dans plusieurs arrondissements de la capitale.	337	FÊTE NATIONALE	https://www.cnews.fr/france/2021-06-04/14-juillet-comment-va-se-derouler-le-defile-1089209
france	PARIS : L'IMBROGLIO DE L'ÉLECTION LÉGISLATIVE PARTIELLE DANS LE 20E	10	"Un candidat est venu jouer les trouble-fêtes lors de l'élection législative partielle organisée dans le 20e, dont le premier tour s'est déroulé dimanche dernier. A deux jours du second tour, l'élection pourrait encore être invalidée, si le candidat LR dépose un recours devant le conseil constitutionnel, comme il l'avait annoncé. S'assurant «déterminé», François-Marie Didier avait en effet envisagé de déposer un recours devant le Conseil constitutionnel lundi dernier après qu'un autre candidat sans étiquette – Jean-Damien de Sinzogan – a concouru dimanche au premier tour de cette élection législative exceptionnelle en affichant trompeusement le soutien de LREM. Jean de Bourbon & Victor Mensah se revendiquent de @enmarchefr dans le cadre de l’élection partielle à #Paris20.


Ce ne sont pas nos candidats!


Cette utilisation du logo comme il apparait sur la photo et le bulletin de vote sont totalement frauduleuse #legislativepartielle pic.twitter.com/bDVylov17H — La République En Marche - Paris (@LaREMParis) May 29, 2021 Arrivé en troisième position dans la 15e circonscription de Paris avec 18,52 % des voix, François-Marie Didier – qui n'accède pas au second tour opposant Lamia El Aaraje (PS) et Danielle Simonnet (LFI) – estime sans doute qu'il aurait pu obtenir plusieurs centaines de voix en plus, en l'absence de candidats LREM, MoDem ou RN, si Jean-Damien de Sinzogan n'avait pas utilisé frauduleusement le logo du parti présidentiel. De son côté, Jean-Damien de Sinzogan assure ce vendredi 4 juin dans Le Parisien «ne pas être un faux candidat» et «s'être présenté dans le formes». «Je suis adhérent d’En Marche depuis janvier [...] Le parti n’ayant pas investi de candidat dans cette circonscription, je ne suis même pas dissident», s'est-il ainsi exprimé dans le quotidien. Et loi le lui permet, puisqu'elle autorise le recours à «nom d'usage». «Il y a matière pour faire annuler ce scrutin», a ainsi de son côté fait savoir François-Marie Didier, qui a expliqué cette semaine être en train d'étudier le sujet avec ses conseils. «On ne peut pas accepter de ""faux candidats"" dans une élection importante comme une législative», a-t-il ajouté. Pourtant inconnu du grand public, Jean-Damien de Sinzogan a en effet récolté 516 voix, soit 4,4 % des suffrages exprimés. Et ce, alors qu'à peine 300 voix séparent François-Marie Didier de la candidate Insoumise Danielle Simonnet, qui – elle – accède au second de cette élection, qui doit se tenir ce dimanche 6 juin. Tantôt monarchiste en se présentant comme «Jean de Bourbon», tantôt pro Emmanuel Macron soutenu par La République En Marche, ce candidat fait figure de «candidat clown», selon François-Marie Didier.  Une candidature loufoque qui n'est pas passée inaperçue et est même remontée jusqu'aux oreilles du parti présidentiel, qui a assuré avoir été débouté après avoir formé un référé devant le tribunal administratif. «Cette utilisation du logo comme il apparaît sur la photo et le bulletin de vote sont totalement frauduleuses», avait d'ailleurs prévenu la section parisienne de LREM. «Dans le contexte difficile que connaît notre pays, c'est un mépris des électeurs et des autres candidats qui font campagne sur le terrain depuis quatre mois. Je souhaite qu'une telle situation ne se reproduise plus», a conclu François-Marie Didier. Informé, le ministère de l'Intérieur – chargé de la bonne organisation des élections en France – a communiqué à son tour. «Il appartiendra au juge des élections de déterminer si cela a pu influer sur le résultat du scrutin, et s'il y a lieu d'annuler le scrutin», a expliqué la place Beauvau. Pour rappel, cette élection législative partielle – initialement prévue les 4 et 11 avril et reportée aux 30 mai et 6 juin – a été exceptionnellement organisée dans le 20e arrondissement pour remplacer la députée socialiste George Pau-Langevin dans le 15e circonscription de Paris, devenue il y a peu adjointe de la Défenseure des Droits."	623	POLITIQUE	https://www.cnews.fr/france/2021-06-04/paris-limbroglio-de-lelection-legislative-partielle-dans-le-20e-1087574
france	À PARIS, LE DIFFICILE ACCOMPAGNEMENT DES MINEURS ISOLÉS	8	Alors que la France a annoncé avoir trouvé un accord avec le Maroc au sujet du rapatriement des mineurs isolés marocains, présents en nombre dans la capitale, l'accompagnement de ces jeunes reste une problématique sur le territoire. Le roi du Maroc a récemment espéré «régler définitivement» le problème des mineurs marocains en situation irrégulière présents sur le territoire français, et en plus grand nombre, à Paris. Cette semaine, le ministère des Affaires étrangères a même souligné la «volonté commune» du Maroc et de la France de «traiter au mieux cette question difficile». Dans un «esprit de confiance et de partenariat» selon le Quai d'Orsay, les deux pays souhaitent travailler main dans la main pour trouver une solution pérenne. De son côté, le Maroc a salué la «coopération modèle» avec la France, avec un dialogue «basé sur le respect mutuel». Mais la réalité du terrain est toute autre. Difficile à approcher, ces jeunes en déshérence font peu confiance aux inconnus, et ne souhaitent que très rarement entrer dans un système de prise en charge et d'aide à l'enfance. L'été dernier, un campement d'une centaine de ces mineurs – originaires du Maroc certes, mais aussi d'Algérie, du Mali ou encore de Côte d'Ivoire – avait été installé près de la place de la République. L'association Médecins sans frontière (MSF) avait alors dénoncé «l'indifférence des pouvoir publics», alors que le campement était resté plus de trois semaines, sans que personne ne propose de solution pérenne, notamment en termes d'hébergement. Pourtant, la loi est claire à ce sujet en France : toute personne mineure – étrangère ou non – doit être protégée. Et cette protection revient aux départements, dont la compétence est de les accompagner jusqu’au rendu d’une décision judiciaire définitive sur leur situation. Celle-ci doit comprendre, selon MSF, «un hébergement adapté à leur vulnérabilité ainsi qu’un accompagnement éducatif, sanitaire et social». Mais il est parfois trop tard, et de la Goutte d'Or (18e), au nord de la capitale, jusqu'aux quartiers chic du Trocadéro (16e), ces jeunes se retrouvent à la rue, où ils sont obligés de devenir de petits délinquants pour s'en sortir ou tombent dans la drogue. C'est d'ailleurs ce que décrit un récit du Monde publié ce vendredi 4 juin, qui relate comment une équipe de pédo-psychiatre de l'hôpital Debré à Paris tente de «réparer ces enfants». Souvent accros à un anxiolytique puissant, commercialisé sous le nom de Rivotril, dont l'utilisation à long terme présente un risque de dépendance très élevé, certains peinent en effet à décrocher. «L’idée est de se substituer à leur dealeur et de les ramener petit à petit vers le droit commun», explique au Monde la psychiatre Emmanuelle Peyret, cheffe d'une unité spécialisée en addictologie des enfants. Un constat également réalisé par les élus de terrain. Il y a plus de 6 mois, le maire du 18e arrondissement de Paris, Eric Lejoindre, avait écrit au gouvernement pour réclamer notamment la création «de structures sur mesure pour accompagner ces jeunes et les extraire d'un milieu qui les détruit». Déterminé à obtenir l'aide de l'Etat, Eric Lejoindre avait alerté les ministres de la Santé, de l'Intérieur, et de la Justice sur cette question. «Nous faisons face depuis maintenant 4 ans à la présence de jeunes étrangers isolés poly-toxicomanes et délinquants ayant fait de La Goutte d'Or leur territoire», avait-il déploré dans ce courrier, plaidant pour «la mise en place de dispositifs de soins renforcés [...] désormais indispensables».  Plusieurs mois plus tard, force est de constater que ces structures, pourtant indispensables, n'ont toujours pas vu le jour. Du côté de la municipalité parisienne, qui assure que «l'accueil et l’accompagnement des mineurs non accompagnés (MNA) est une priorité», on souligne qu'un nouvel appel à projet sera lancé, alors qu'un premier – désormais clos – vise à la création d’un abri de nuit collectif d’environ 12 places.	636	IMMIGRATION	https://www.cnews.fr/france/2021-06-04/paris-le-difficile-accompagnement-des-mineurs-isoles-1089152
videos	EMMANUEL MACRON : «LA SOCIÉTÉ EST DE PLUS EN PLUS VIOLENTE»	11		1	SÉCURITÉ	https://www.cnews.fr/videos/france/2021-06-04/emmanuel-macron-la-societe-est-de-plus-en-plus-violente-1089176
france	HUILE DE RICIN : TOUS LES BIENFAITS POUR LA PEAU, LES CHEVEUX, LES CILS ET LES ONGLES	17	Dans le royaume des huiles végétales, elle est la reine. Hydratante, apaisante, fortifiante... L’huile de ricin est utilisée depuis des millénaires pour ses multiples bienfaits pour la peau, les cheveux, les cils ou encore les ongles. Originaire d'Afrique tropicale, l’huile de ricin permet notamment de nettoyer, d’hydrater et de nourrir en profondeur et durablement la peau, y compris les zones particulièrement sèches. Riche en vitamine E et acides gras, qui stimulent la production de collagène, elle est également idéale pour traiter les cernes et réduire les rides (appliquez quelques gouttes d'huile sous vos yeux puis massez avec des mouvements circulaires). Ce soin de beauté naturel est d'autre part incontournable pour soigner les longueurs abîmées, lutter contre la chute de cheveux et booster la repousse. Il est conseillé de l’utiliser en masque une à deux fois par semaine. Après l’avoir appliquée directement sur le cuir chevelu, massez l’huile du bout des doigt pour stimuler la micro-circulation, laissez poser entre 30 minutes et une nuit complète selon vos besoins, puis rincez soigneusement. En application régulière, à l’aide d’une brosse à mascara ou d’un coton-tige, l’huile de ricin a également le pouvoir de renforcer et de densifier les sourcils et les cils en stimulant le follicule pileux. Elle est aussi un bon allié pour favoriser la pousse des poils de la barbe et combler les trous. Extraite de graines de la plante vivace herbacée appelé Ricinus communis, cette huile visqueuse légèrement jaunâtre, est aussi reconnue pour ses propriétés anti-inflammatoires. En plus d’être antimicrobien, son principe actif, l’acide ricinoléïque, va agir sur les douleurs articulaires et musculaires (mains, genoux, chevilles, dos…). Après avoir imbibé un morceau de flanelle d’huile de ricin, préalablement chauffée quelques secondes au micro-ondes, posez-le sur la zone à traiter durant environ 30 minutes, ou plus si nécessaire. L’huile de ricin est enfin une solution efficace pour lutter contre les ongles mous et cassants, qui sont souvent perçus comme le signe d’une carence en vitamines ou en zinc. Après avoir repoussé délicatement les cuticules, petites peaux du contour de l’ongle, appliquez une goutte d’huile de ricin sur chaque ongle et massez avec des mouvements circulaires. Grâce à ses vertus antibactériennes, elle constitue aussi un ingrédient de choix pour prévenir et traiter les mycoses des ongles (onychomycose).	375	BIEN-ETRE	https://www.cnews.fr/france/2021-06-04/huile-de-ricin-tous-les-bienfaits-pour-la-peau-les-cheveux-les-cils-et-les-ongles
france	ORAGES, PLUIES, INONDATIONS... L'ÎLE-DE-FRANCE FORTEMENT TOUCHÉE PAR UNE MÉTÉO CAPRICIEUSE	10	"Alors que le beau temps semblait s'être installé dans la région, l'Île-de-France est touchée par des inondations depuis quelques jours en Seine-et-Marne, et par d'importants épisodes d'orages et de pluies ce vendredi. Qu'en est-il pour les prochains jours ? Premier département concerné, la Seine-et-Marne (77) connaît depuis plusieurs jours des crues importantes, notamment à Thieux. «Depuis mercredi soir, les agent des routes sont à pied d’œuvre pour aider les communes particulièrement touchées par les inondations que sont Messy, Thieux et Saint-Mard», a ainsi communiqué le département de Seine-et-Marne, ce matin. #vigilance #orages #inondation

De forts orages prévus encore ce matin en #SeineEtMarne dans le Nord et l'Est du département.

Soyez vigilants !

interventions hier pour le @Sdis77 dont secours à personne.

Merci aux #sapeursPompiers du 77 ! pic.twitter.com/gvMcxr10sY — Préfet de Seine-et-Marne (@Prefet77) June 4, 2021 Et ce, alors que de violents orages sont venus confirmer cette météo capricieuse dans la région ce vendredi matin. A tel point que l'ensemble des départements franciliens ont été placés par Météo France en vigilance jaune aux orages et aux inondations. Selon les dernières prévisions, d'autres épisodes orageux sont d'ailleurs à prévoir dans la journée.  Pas d'inquiétude à avoir pour autant à ce stade côté inondations, puisque tous les voyants sont au vert. Sur le site du service d'informations sur les risques de crues des principaux cours d'eau en France, Vigicrues, l'ensemble des départements franciliens affiche un niveau normal, quoiqu'un peu en hausse à cause de la pluie. A Paris, pas de risque majeur de débordement de la Seine, alors que celle-ci a atteint 1,4 mètres à 9h20. Un niveau qu'elle avait déjà atteint le 21 mai dernier. A titre de comparaison, lors des crues les plus importantes de ces dernières années, le niveau de la Seine avait dépassé les 6 mètres à Paris."	297	MÉTÉO	https://www.cnews.fr/france/2021-06-04/orages-pluies-inondations-lile-de-france-fortement-touchee-par-une-meteo
france	SEINE-SAINT-DENIS : TROIS POLICIERS MIS EN EXAMEN APRÈS LE DÉCÈS D'UN HOMME À DRANCY	14	Trois policiers ont été mis en examen il y a quelques semaines pour homicide involontaire dans l'enquête sur la mort en 2019 d'un homme après une clé d'étranglement lors de son arrestation à Drancy (93), a-t-on appris début juin du parquet de Bobigny. Philippe Ferrières, 36 ans, est décédé le 24 mai 2019 à Drancy à la suite de son interpellation au cours de laquelle l'équipage a réalisé une clé d'étranglement, un geste controversé dont le gouvernement a annoncé peu après l'abandon. L'autopsie attribuera même sa mort à une «asphyxie mécanique par compression cervicale associée à un traumatisme crâno-facial». La nuit des faits, cet homme de 36 ans tente de s'introduire dans l'appartement de son ex-compagne, mère de leur fils de 7 ans, qu'il a interdiction d'approcher. Le moniteur d'auto-école est en effet sous contrôle judiciaire et doit comparaître quelques jours plus tard au tribunal pour violences conjugales, selon le parquet de Bobigny. Trois policiers du commissariat de Drancy, âgés de 24, 29 et 42 ans, se rendent sur place. «En sueur», «excité» et «très speed», selon l'audition des policiers, qui décident finalement de l'interpeller, après plusieurs minutes de corps à corps. Pour cela, l'un des policiers – décrit comme le plus expérimenté – a placé son avant-bras sous le menton et «donné un coup sec» sur le cou, avant de maintenir la position «deux ou trois secondes», jusqu'à ce que l'interpellé lâche. Désormais menotté, Philippe Ferrières est placé sur le flanc, alors que son état physique se dégrade. Un policier, également pompier volontaire, le démenotte et le place sur le dos. Il commence un massage cardiaque en attendant les secours. Mais les pompiers n'arriveront pas non plus à ranimer l'homme, déclaré mort à 2h30 du matin.	287	VIOLENCES POLICIÈRES	https://www.cnews.fr/france/2021-06-04/seine-saint-denis-trois-policiers-mis-en-examen-apres-le-deces-dun-homme-drancy
france	ESSONNE: UN ADOLESCENT FRAPPÉ À COUPS DE MARTEAU, DEUX MINEURS MIS EN EXAMEN	13	Saint-Michel-sur-Orge a été le théâtre d'une agression d'une violence inouie, vendredi dernier, probablement liée à une rivalité entre bandes de jeunes. Un adolescent de 15 ans a été grièvement blessé après avoir été frappé à coups de marteau. Deux mineurs ont été mis en examen. Les deux jeunes hommes en question – âgés de 16 et 17 ans – avaient été interpellés mardi, après l'agression vendredi au marteau d'un adolescent de 15 ans dans une rixe qui s'est produite à une vingtaine de kilomètres au sud-ouest de Paris, à Saint-Michel-sur-Orge, dans l'Essonne (91). Ils ont finalement été mis en examen pour «tentative de meurtre» et écroués ce jeudi 3 juin. L'un des deux serait l'auteur des coups de marteau, qui a reconnu les faits, et l'autre l'auteur d'un coup de pied à la tête. Ils ont été placés en détention provisoire, comme l'avait demandé le parquet. Les faits remontent maintenant à 6 jours. En milieu de journée, devant le lycée Léonard-de-Vinci, une trentaine de jeunes, armés de fumigènes, s'en sont pris à un groupe de quatre, dont faisait partie la victime, élève de seconde. «C'était groupe contre groupe, il semblerait qu'il ait été isolé et pris à partie», a indiqué une source policière, confirmant que la victime avait «notamment reçu des coups de marteau». «On pense que c'est un nouvel épisode de rixes entre jeunes, avec ici une rivalité entre des jeunes de Saint-Michel-sur-Orge et de Sainte-Geneviève-des-Bois», deux villes voisines situées à une trentaine de kilomètres au sud de Paris, a précisé cette source, décrivant l'attaque comme «très violente et très brève». UN PRONOSTIC VITAL «TOUJOURS ENGAGÉ» Très grièvement blessé, le jeune homme a été opéré et placé dans un coma artificiel, où il se trouvait encore. Selon le parquet, son pronostic vital serait d'ailleurs «toujours engagé» à ce stade. Les rixes entre bandes de jeunes rivales, aux affrontements fréquents mais rarement mortels, touchent beaucoup l'Île-de-France et particulièrement le département de l'Essonne, où deux jeunes ont été tués en moins de 24 heures lors de deux rixes distinctes en février. Selon le ministère de l'Intérieur, 357 affrontements entre bandes ont été recensés en 2020 contre 288 en 2019, soit une hausse de près de 25 %. Dans l'Essonne, le chiffre est passé de 56 à 91 entre ces deux années.	380	AGRESSION	https://www.cnews.fr/france/2021-06-04/essonne-un-adolescent-frappe-coups-de-marteau-deux-mineurs-mis-en-examen-pour
videos	RENNES : DES BÂCHES NOIRES INSTALLÉES SUR UNE ÉCOLE POUR NE PAS VOIR LES DEALERS	15		1	SÉCURITÉ	https://www.cnews.fr/videos/france/2021-06-04/rennes-des-baches-noires-installees-sur-une-ecole-pour-ne-pas-voir-les
france	TEMPÊTE ALEX : ÉRIC CIOTTI RELANCE EMMANUEL MACRON POUR LUI RÉCLAMER LES MOYENS FINANCIERS PROMIS	15	Huit mois après la tempête Alex, le député de la première circonscription des Alpes-Maritimes vient à nouveau d’écrire au président de la République pour lui demander d’honorer sa promesse d’affecter «plusieurs centaines de millions d’euros» à la reconstruction des vallées de la Vésubie, de la Tinée et de la Roya, ravagées le 2 octobre dernier. Eric Ciotti déplore le non-respect de la  parole présidentielle, notamment les engagements financiers pris par Emmanuel Macron devant les sinistrés, le 7 octobre 2020, lors de sa conférence de presse à Breil sur Roya. «Dans l’esprit de tous, il devient incompréhensible que l’État tarde à faire connaitre son soutien financier à la reconstruction des vallées des Alpes-Maritimes (....) Des chantiers sont ralentis pour des raisons budgétaires et il existe aujourd’hui une véritable inquiétude quant à la capacité des collectivités territoriales à continuer à assumer seules des travaux démesurés», écrit le député regrettant que «les moyens colossaux engagés par le Département, la Métropole Nice-Côte d’Azur et les communes pour reconstruire les voiries et les réseaux détruits, soutenir les acteurs économiques, reloger les populations ne suffisent plus». Alors que l’Etat avait promis des centaines de millions d’euros, Eric Ciotti rappelle que seulement 26 millions d’euros ont été versés, dont 8,8 millions d’euros pour le Conseil départemental qui doit engager plus de 380 millions d’euros de travaux. «Il y a deux mois l’Europe a mobilisé plus de 60 millions d’euros sans qu’un seul centime n’ait été octroyé aux collectivités des Alpes-Maritimes», assure t-il encore.  «Chaque mois, à date anniversaire, j’écrirai au Président de la République tant que je n’obtiendrai pas une réponse concluante de sa part», prévient le député des Alpes-Martitimes. 	276	CATASTROPHE NATURELLE	https://www.cnews.fr/france/2021-06-04/tempete-alex-eric-ciotti-relance-emmanuel-macron-pour-lui-reclamer-les-moyens
videos	SARCELLES : LES COURSES-POURSUITES INTERDITES AUX POLICIERS	7		1	SÉCURITÉ	https://www.cnews.fr/videos/france/2021-06-04/sarcelles-les-courses-poursuites-interdites-aux-policiers-1089029
videos	LYON : TENTATIVE D'EXPÉDITION PUNITIVE CONTRE UNE LYCÉENNE	8		1	SÉCURITÉ	https://www.cnews.fr/videos/france/2021-06-04/lyon-tentative-dexpedition-punitive-contre-une-lyceenne-1089023
